NAME,DATE,PRCP,SNOW,TMAX,TMIN
"SAN FRANCISCO DOWNTOWN, CA US",8/6/12,0,0,67,56
"SAN FRANCISCO DOWNTOWN, CA US",8/7/12,0,0,65,55
"SAN FRANCISCO DOWNTOWN, CA US",8/8/12,0,0,70,54
"SAN FRANCISCO DOWNTOWN, CA US",8/9/12,0,0,68,53
"SAN FRANCISCO DOWNTOWN, CA US",8/10/12,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",8/11/12,0,,66,52
"SAN FRANCISCO DOWNTOWN, CA US",8/12/12,0,,62,52
"SAN FRANCISCO DOWNTOWN, CA US",8/13/12,0,,66,52
"SAN FRANCISCO DOWNTOWN, CA US",8/14/12,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",8/15/12,0,0,63,56
"SAN FRANCISCO DOWNTOWN, CA US",8/16/12,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",8/17/12,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/18/12,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",8/19/12,0,0,59,52
"SAN FRANCISCO DOWNTOWN, CA US",8/20/12,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",8/21/12,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",8/22/12,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",8/23/12,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",8/24/12,0,,68,53
"SAN FRANCISCO DOWNTOWN, CA US",8/25/12,0,,59,52
"SAN FRANCISCO DOWNTOWN, CA US",8/26/12,0,,64,55
"SAN FRANCISCO DOWNTOWN, CA US",8/27/12,0,,70,56
"SAN FRANCISCO DOWNTOWN, CA US",8/28/12,0,,70,56
"SAN FRANCISCO DOWNTOWN, CA US",8/29/12,0,0,77,54
"SAN FRANCISCO DOWNTOWN, CA US",8/30/12,0,0,62,54
"SAN FRANCISCO DOWNTOWN, CA US",8/31/12,0,0,60,55
"SAN FRANCISCO DOWNTOWN, CA US",9/1/12,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",9/2/12,0,0,66,52
"SAN FRANCISCO DOWNTOWN, CA US",9/3/12,0,0,66,51
"SAN FRANCISCO DOWNTOWN, CA US",9/4/12,0,0,62,51
"SAN FRANCISCO DOWNTOWN, CA US",9/5/12,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",9/6/12,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",9/7/12,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",9/8/12,0,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",9/9/12,0,,65,54
"SAN FRANCISCO DOWNTOWN, CA US",9/10/12,0,,67,54
"SAN FRANCISCO DOWNTOWN, CA US",9/11/12,0,0,66,54
"SAN FRANCISCO DOWNTOWN, CA US",9/12/12,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",9/13/12,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",9/14/12,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",9/15/12,0,0,60,51
"SAN FRANCISCO DOWNTOWN, CA US",9/16/12,0,0,60,51
"SAN FRANCISCO DOWNTOWN, CA US",9/17/12,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",9/18/12,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",9/19/12,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",9/20/12,0,0,63,52
"SAN FRANCISCO DOWNTOWN, CA US",9/21/12,0,0,66,52
"SAN FRANCISCO DOWNTOWN, CA US",9/22/12,0,,70,52
"SAN FRANCISCO DOWNTOWN, CA US",9/23/12,0,,65,49
"SAN FRANCISCO DOWNTOWN, CA US",9/24/12,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",9/25/12,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",9/26/12,0,0,62,51
"SAN FRANCISCO DOWNTOWN, CA US",9/27/12,0,0,66,51
"SAN FRANCISCO DOWNTOWN, CA US",9/28/12,0,0,58,50
"SAN FRANCISCO DOWNTOWN, CA US",9/29/12,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",9/30/12,0,0,84,50
"SAN FRANCISCO DOWNTOWN, CA US",10/1/12,0,,90,57
"SAN FRANCISCO DOWNTOWN, CA US",10/2/12,0,0,94,64
"SAN FRANCISCO DOWNTOWN, CA US",10/3/12,0,0,72,58
"SAN FRANCISCO DOWNTOWN, CA US",10/4/12,0,0,66,58
"SAN FRANCISCO DOWNTOWN, CA US",10/5/12,0,,67,57
"SAN FRANCISCO DOWNTOWN, CA US",10/6/12,0,,68,55
"SAN FRANCISCO DOWNTOWN, CA US",10/7/12,0,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",10/8/12,0,,65,54
"SAN FRANCISCO DOWNTOWN, CA US",10/9/12,0,,67,57
"SAN FRANCISCO DOWNTOWN, CA US",10/10/12,0,0,65,55
"SAN FRANCISCO DOWNTOWN, CA US",10/11/12,0.01,0,57,54
"SAN FRANCISCO DOWNTOWN, CA US",10/12/12,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",10/13/12,0,0,70,54
"SAN FRANCISCO DOWNTOWN, CA US",10/14/12,0,0,66,55
"SAN FRANCISCO DOWNTOWN, CA US",10/15/12,0,0,74,55
"SAN FRANCISCO DOWNTOWN, CA US",10/16/12,0,0,70,60
"SAN FRANCISCO DOWNTOWN, CA US",10/17/12,0,0,82,57
"SAN FRANCISCO DOWNTOWN, CA US",10/18/12,0,0,85,61
"SAN FRANCISCO DOWNTOWN, CA US",10/19/12,0,0,67,56
"SAN FRANCISCO DOWNTOWN, CA US",10/20/12,0,,65,54
"SAN FRANCISCO DOWNTOWN, CA US",10/21/12,0.03,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",10/22/12,0.81,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",10/23/12,0.19,0,63,51
"SAN FRANCISCO DOWNTOWN, CA US",10/24/12,0.2,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",10/25/12,0.06,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",10/26/12,0,0,71,52
"SAN FRANCISCO DOWNTOWN, CA US",10/27/12,0,0,76,56
"SAN FRANCISCO DOWNTOWN, CA US",10/28/12,0,0,77,55
"SAN FRANCISCO DOWNTOWN, CA US",10/29/12,0,0,66,54
"SAN FRANCISCO DOWNTOWN, CA US",10/30/12,0,0,66,53
"SAN FRANCISCO DOWNTOWN, CA US",10/31/12,0.17,0,63,56
"SAN FRANCISCO DOWNTOWN, CA US",11/1/12,0.18,0,63,55
"SAN FRANCISCO DOWNTOWN, CA US",11/2/12,0,,64,51
"SAN FRANCISCO DOWNTOWN, CA US",11/3/12,0,0,71,54
"SAN FRANCISCO DOWNTOWN, CA US",11/4/12,0,,77,57
"SAN FRANCISCO DOWNTOWN, CA US",11/5/12,0,,78,59
"SAN FRANCISCO DOWNTOWN, CA US",11/6/12,0,0,77,56
"SAN FRANCISCO DOWNTOWN, CA US",11/7/12,0,0,61,54
"SAN FRANCISCO DOWNTOWN, CA US",11/8/12,0.18,0,61,49
"SAN FRANCISCO DOWNTOWN, CA US",11/9/12,0.05,0,55,45
"SAN FRANCISCO DOWNTOWN, CA US",11/10/12,0,0,57,48
"SAN FRANCISCO DOWNTOWN, CA US",11/11/12,0,0,58,46
"SAN FRANCISCO DOWNTOWN, CA US",11/12/12,0,0,60,47
"SAN FRANCISCO DOWNTOWN, CA US",11/13/12,0,0,66,51
"SAN FRANCISCO DOWNTOWN, CA US",11/14/12,0,0,68,53
"SAN FRANCISCO DOWNTOWN, CA US",11/15/12,0,0,66,53
"SAN FRANCISCO DOWNTOWN, CA US",11/16/12,0.45,0,62,55
"SAN FRANCISCO DOWNTOWN, CA US",11/17/12,0.74,,61,54
"SAN FRANCISCO DOWNTOWN, CA US",11/18/12,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",11/19/12,0,,65,54
"SAN FRANCISCO DOWNTOWN, CA US",11/20/12,0.57,0,63,56
"SAN FRANCISCO DOWNTOWN, CA US",11/21/12,0.49,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",11/22/12,0,0,63,49
"SAN FRANCISCO DOWNTOWN, CA US",11/23/12,0,0,67,50
"SAN FRANCISCO DOWNTOWN, CA US",11/24/12,0,0,65,52
"SAN FRANCISCO DOWNTOWN, CA US",11/25/12,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",11/26/12,0,0,58,51
"SAN FRANCISCO DOWNTOWN, CA US",11/27/12,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",11/28/12,0.38,,62,56
"SAN FRANCISCO DOWNTOWN, CA US",11/29/12,0.07,0,63,57
"SAN FRANCISCO DOWNTOWN, CA US",11/30/12,1.39,,62,58
"SAN FRANCISCO DOWNTOWN, CA US",12/1/12,0.87,0,63,57
"SAN FRANCISCO DOWNTOWN, CA US",12/2/12,1.06,0,63,52
"SAN FRANCISCO DOWNTOWN, CA US",12/3/12,0,0,60,49
"SAN FRANCISCO DOWNTOWN, CA US",12/4/12,0.06,0,61,54
"SAN FRANCISCO DOWNTOWN, CA US",12/5/12,0.98,0,62,57
"SAN FRANCISCO DOWNTOWN, CA US",12/6/12,0,0,59,52
"SAN FRANCISCO DOWNTOWN, CA US",12/7/12,0,0,62,48
"SAN FRANCISCO DOWNTOWN, CA US",12/8/12,0,0,59,48
"SAN FRANCISCO DOWNTOWN, CA US",12/9/12,0,0,66,48
"SAN FRANCISCO DOWNTOWN, CA US",12/10/12,0,0,65,52
"SAN FRANCISCO DOWNTOWN, CA US",12/11/12,0.01,0,56,49
"SAN FRANCISCO DOWNTOWN, CA US",12/12/12,0.08,0,54,47
"SAN FRANCISCO DOWNTOWN, CA US",12/13/12,0,0,52,44
"SAN FRANCISCO DOWNTOWN, CA US",12/14/12,0,0,52,45
"SAN FRANCISCO DOWNTOWN, CA US",12/15/12,0.16,0,49,45
"SAN FRANCISCO DOWNTOWN, CA US",12/16/12,0.04,0,56,48
"SAN FRANCISCO DOWNTOWN, CA US",12/17/12,0.18,0,57,48
"SAN FRANCISCO DOWNTOWN, CA US",12/18/12,0,0,52,44
"SAN FRANCISCO DOWNTOWN, CA US",12/19/12,0,0,52,40
"SAN FRANCISCO DOWNTOWN, CA US",12/20/12,0,0,58,43
"SAN FRANCISCO DOWNTOWN, CA US",12/21/12,0.23,0,56,51
"SAN FRANCISCO DOWNTOWN, CA US",12/22/12,0.82,0,57,50
"SAN FRANCISCO DOWNTOWN, CA US",12/23/12,1,0,56,50
"SAN FRANCISCO DOWNTOWN, CA US",12/24/12,0,0,55,47
"SAN FRANCISCO DOWNTOWN, CA US",12/25/12,1.15,0,52,46
"SAN FRANCISCO DOWNTOWN, CA US",12/26/12,0.23,0,54,47
"SAN FRANCISCO DOWNTOWN, CA US",12/27/12,0,0,54,47
"SAN FRANCISCO DOWNTOWN, CA US",12/28/12,0.13,0,50,44
"SAN FRANCISCO DOWNTOWN, CA US",12/29/12,0.11,,53,43
"SAN FRANCISCO DOWNTOWN, CA US",12/30/12,0,0,53,43
"SAN FRANCISCO DOWNTOWN, CA US",12/31/12,0,0,52,42
"SAN FRANCISCO DOWNTOWN, CA US",1/1/13,0,,53,43
"SAN FRANCISCO DOWNTOWN, CA US",1/2/13,0,0,56,42
"SAN FRANCISCO DOWNTOWN, CA US",1/3/13,0,0,54,41
"SAN FRANCISCO DOWNTOWN, CA US",1/4/13,0,0,57,45
"SAN FRANCISCO DOWNTOWN, CA US",1/5/13,0.25,0,53,45
"SAN FRANCISCO DOWNTOWN, CA US",1/6/13,0.09,0,52,46
"SAN FRANCISCO DOWNTOWN, CA US",1/7/13,0,0,57,44
"SAN FRANCISCO DOWNTOWN, CA US",1/8/13,0,0,58,46
"SAN FRANCISCO DOWNTOWN, CA US",1/9/13,0.01,0,54,46
"SAN FRANCISCO DOWNTOWN, CA US",1/10/13,0,,51,43
"SAN FRANCISCO DOWNTOWN, CA US",1/11/13,0,,51,42
"SAN FRANCISCO DOWNTOWN, CA US",1/12/13,0,,50,40
"SAN FRANCISCO DOWNTOWN, CA US",1/13/13,0,,50,39
"SAN FRANCISCO DOWNTOWN, CA US",1/14/13,0,,51,40
"SAN FRANCISCO DOWNTOWN, CA US",1/15/13,0,0,53,40
"SAN FRANCISCO DOWNTOWN, CA US",1/16/13,0,0,57,41
"SAN FRANCISCO DOWNTOWN, CA US",1/17/13,0,0,63,43
"SAN FRANCISCO DOWNTOWN, CA US",1/18/13,0,0,64,46
"SAN FRANCISCO DOWNTOWN, CA US",1/19/13,0,0,63,44
"SAN FRANCISCO DOWNTOWN, CA US",1/20/13,0,0,64,45
"SAN FRANCISCO DOWNTOWN, CA US",1/21/13,0,0,63,45
"SAN FRANCISCO DOWNTOWN, CA US",1/22/13,0,0,61,47
"SAN FRANCISCO DOWNTOWN, CA US",1/23/13,0.13,0,56,50
"SAN FRANCISCO DOWNTOWN, CA US",1/24/13,0,0,59,50
"SAN FRANCISCO DOWNTOWN, CA US",1/25/13,0.01,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",1/26/13,0,,56,48
"SAN FRANCISCO DOWNTOWN, CA US",1/27/13,0,,55,45
"SAN FRANCISCO DOWNTOWN, CA US",1/28/13,0,,56,46
"SAN FRANCISCO DOWNTOWN, CA US",1/29/13,0,0,56,46
"SAN FRANCISCO DOWNTOWN, CA US",1/30/13,0,0,64,47
"SAN FRANCISCO DOWNTOWN, CA US",1/31/13,0,0,63,48
"SAN FRANCISCO DOWNTOWN, CA US",2/1/13,0,0,65,48
"SAN FRANCISCO DOWNTOWN, CA US",2/2/13,0,0,56,48
"SAN FRANCISCO DOWNTOWN, CA US",2/3/13,0,0,57,47
"SAN FRANCISCO DOWNTOWN, CA US",2/4/13,0,0,56,47
"SAN FRANCISCO DOWNTOWN, CA US",2/5/13,0,0,54,47
"SAN FRANCISCO DOWNTOWN, CA US",2/6/13,0,0,56,44
"SAN FRANCISCO DOWNTOWN, CA US",2/7/13,0.25,0,54,44
"SAN FRANCISCO DOWNTOWN, CA US",2/8/13,0.12,,52,42
"SAN FRANCISCO DOWNTOWN, CA US",2/9/13,0,,58,44
"SAN FRANCISCO DOWNTOWN, CA US",2/10/13,0,,60,43
"SAN FRANCISCO DOWNTOWN, CA US",2/11/13,0,,63,46
"SAN FRANCISCO DOWNTOWN, CA US",2/12/13,0,0,60,45
"SAN FRANCISCO DOWNTOWN, CA US",2/13/13,0,0,59,44
"SAN FRANCISCO DOWNTOWN, CA US",2/14/13,0,0,69,46
"SAN FRANCISCO DOWNTOWN, CA US",2/15/13,0,0,71,51
"SAN FRANCISCO DOWNTOWN, CA US",2/16/13,0,0,68,49
"SAN FRANCISCO DOWNTOWN, CA US",2/17/13,0,0,58,47
"SAN FRANCISCO DOWNTOWN, CA US",2/18/13,0,0,51,47
"SAN FRANCISCO DOWNTOWN, CA US",2/19/13,0.45,0,49,42
"SAN FRANCISCO DOWNTOWN, CA US",2/20/13,0,0,56,41
"SAN FRANCISCO DOWNTOWN, CA US",2/21/13,0,0,57,45
"SAN FRANCISCO DOWNTOWN, CA US",2/22/13,0,,59,44
"SAN FRANCISCO DOWNTOWN, CA US",2/23/13,0.03,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",2/24/13,0,,60,48
"SAN FRANCISCO DOWNTOWN, CA US",2/25/13,0,,58,45
"SAN FRANCISCO DOWNTOWN, CA US",2/26/13,0,0,62,46
"SAN FRANCISCO DOWNTOWN, CA US",2/27/13,0,0,64,46
"SAN FRANCISCO DOWNTOWN, CA US",2/28/13,0,0,63,49
"SAN FRANCISCO DOWNTOWN, CA US",3/1/13,0,0,71,48
"SAN FRANCISCO DOWNTOWN, CA US",3/2/13,0,0,69,51
"SAN FRANCISCO DOWNTOWN, CA US",3/3/13,0,0,56,48
"SAN FRANCISCO DOWNTOWN, CA US",3/4/13,0,0,54,46
"SAN FRANCISCO DOWNTOWN, CA US",3/5/13,0.08,0,56,46
"SAN FRANCISCO DOWNTOWN, CA US",3/6/13,0.11,0,55,47
"SAN FRANCISCO DOWNTOWN, CA US",3/7/13,0.05,,56,46
"SAN FRANCISCO DOWNTOWN, CA US",3/8/13,0,,55,47
"SAN FRANCISCO DOWNTOWN, CA US",3/9/13,0,,60,45
"SAN FRANCISCO DOWNTOWN, CA US",3/10/13,0,,64,46
"SAN FRANCISCO DOWNTOWN, CA US",3/11/13,0,0,69,46
"SAN FRANCISCO DOWNTOWN, CA US",3/12/13,0,0,65,47
"SAN FRANCISCO DOWNTOWN, CA US",3/13/13,0,0,73,46
"SAN FRANCISCO DOWNTOWN, CA US",3/14/13,0,0,69,48
"SAN FRANCISCO DOWNTOWN, CA US",3/15/13,0,0,67,48
"SAN FRANCISCO DOWNTOWN, CA US",3/16/13,0,0,62,48
"SAN FRANCISCO DOWNTOWN, CA US",3/17/13,0,0,63,49
"SAN FRANCISCO DOWNTOWN, CA US",3/18/13,0,0,62,47
"SAN FRANCISCO DOWNTOWN, CA US",3/19/13,0.07,0,64,49
"SAN FRANCISCO DOWNTOWN, CA US",3/20/13,0.08,0,60,49
"SAN FRANCISCO DOWNTOWN, CA US",3/21/13,0,0,59,45
"SAN FRANCISCO DOWNTOWN, CA US",3/22/13,0,,61,47
"SAN FRANCISCO DOWNTOWN, CA US",3/23/13,0,,66,48
"SAN FRANCISCO DOWNTOWN, CA US",3/24/13,0,,60,47
"SAN FRANCISCO DOWNTOWN, CA US",3/25/13,0,,53,47
"SAN FRANCISCO DOWNTOWN, CA US",3/26/13,0,0,58,48
"SAN FRANCISCO DOWNTOWN, CA US",3/27/13,0,0,60,50
"SAN FRANCISCO DOWNTOWN, CA US",3/28/13,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",3/29/13,0,0,73,51
"SAN FRANCISCO DOWNTOWN, CA US",3/30/13,0.09,0,67,51
"SAN FRANCISCO DOWNTOWN, CA US",3/31/13,0.49,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",4/1/13,0.46,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",4/2/13,0,0,58,49
"SAN FRANCISCO DOWNTOWN, CA US",4/3/13,0,0,74,49
"SAN FRANCISCO DOWNTOWN, CA US",4/4/13,0.45,,64,50
"SAN FRANCISCO DOWNTOWN, CA US",4/5/13,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",4/6/13,0.02,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",4/7/13,0.07,,60,50
"SAN FRANCISCO DOWNTOWN, CA US",4/8/13,0,,61,48
"SAN FRANCISCO DOWNTOWN, CA US",4/9/13,0,0,71,55
"SAN FRANCISCO DOWNTOWN, CA US",4/10/13,0,0,74,51
"SAN FRANCISCO DOWNTOWN, CA US",4/11/13,0,0,67,49
"SAN FRANCISCO DOWNTOWN, CA US",4/12/13,0,,62,48
"SAN FRANCISCO DOWNTOWN, CA US",4/13/13,0,0,61,48
"SAN FRANCISCO DOWNTOWN, CA US",4/14/13,0,0,59,47
"SAN FRANCISCO DOWNTOWN, CA US",4/15/13,0.01,0,54,45
"SAN FRANCISCO DOWNTOWN, CA US",4/16/13,0,0,60,45
"SAN FRANCISCO DOWNTOWN, CA US",4/17/13,0,0,65,52
"SAN FRANCISCO DOWNTOWN, CA US",4/18/13,0,,70,50
"SAN FRANCISCO DOWNTOWN, CA US",4/19/13,0,0,69,49
"SAN FRANCISCO DOWNTOWN, CA US",4/20/13,0,,71,51
"SAN FRANCISCO DOWNTOWN, CA US",4/21/13,0,,76,50
"SAN FRANCISCO DOWNTOWN, CA US",4/22/13,0,,82,51
"SAN FRANCISCO DOWNTOWN, CA US",4/23/13,0,0,73,49
"SAN FRANCISCO DOWNTOWN, CA US",4/24/13,0,0,58,48
"SAN FRANCISCO DOWNTOWN, CA US",4/25/13,0,0,59,52
"SAN FRANCISCO DOWNTOWN, CA US",4/26/13,0,0,57,49
"SAN FRANCISCO DOWNTOWN, CA US",4/27/13,0,0,59,48
"SAN FRANCISCO DOWNTOWN, CA US",4/28/13,0,0,68,50
"SAN FRANCISCO DOWNTOWN, CA US",4/29/13,0,0,77,53
"SAN FRANCISCO DOWNTOWN, CA US",4/30/13,0,0,69,52
"SAN FRANCISCO DOWNTOWN, CA US",5/1/13,0,,75,56
"SAN FRANCISCO DOWNTOWN, CA US",5/2/13,0,0,88,56
"SAN FRANCISCO DOWNTOWN, CA US",5/3/13,0,0,79,55
"SAN FRANCISCO DOWNTOWN, CA US",5/4/13,0,0,73,54
"SAN FRANCISCO DOWNTOWN, CA US",5/5/13,0,,66,55
"SAN FRANCISCO DOWNTOWN, CA US",5/6/13,0,,68,57
"SAN FRANCISCO DOWNTOWN, CA US",5/7/13,0,,67,53
"SAN FRANCISCO DOWNTOWN, CA US",5/8/13,0,0,58,52
"SAN FRANCISCO DOWNTOWN, CA US",5/9/13,0,0,58,51
"SAN FRANCISCO DOWNTOWN, CA US",5/10/13,0,0,57,50
"SAN FRANCISCO DOWNTOWN, CA US",5/11/13,0,0,67,50
"SAN FRANCISCO DOWNTOWN, CA US",5/12/13,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",5/13/13,0,0,63,52
"SAN FRANCISCO DOWNTOWN, CA US",5/14/13,0,0,62,51
"SAN FRANCISCO DOWNTOWN, CA US",5/15/13,0,0,59,50
"SAN FRANCISCO DOWNTOWN, CA US",5/16/13,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",5/17/13,0,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",5/18/13,0,,66,50
"SAN FRANCISCO DOWNTOWN, CA US",5/19/13,0,,71,52
"SAN FRANCISCO DOWNTOWN, CA US",5/20/13,0,,79,52
"SAN FRANCISCO DOWNTOWN, CA US",5/21/13,0,0,61,51
"SAN FRANCISCO DOWNTOWN, CA US",5/22/13,0,0,59,50
"SAN FRANCISCO DOWNTOWN, CA US",5/23/13,0,0,62,48
"SAN FRANCISCO DOWNTOWN, CA US",5/24/13,0,0,61,49
"SAN FRANCISCO DOWNTOWN, CA US",5/25/13,0,0,59,49
"SAN FRANCISCO DOWNTOWN, CA US",5/26/13,0,0,61,51
"SAN FRANCISCO DOWNTOWN, CA US",5/27/13,0.03,0,59,52
"SAN FRANCISCO DOWNTOWN, CA US",5/28/13,0.01,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",5/29/13,0,0,64,53
"SAN FRANCISCO DOWNTOWN, CA US",5/30/13,0,,66,50
"SAN FRANCISCO DOWNTOWN, CA US",5/31/13,0,,73,52
"SAN FRANCISCO DOWNTOWN, CA US",6/1/13,0,,76,53
"SAN FRANCISCO DOWNTOWN, CA US",6/2/13,0,,66,52
"SAN FRANCISCO DOWNTOWN, CA US",6/3/13,0,,65,52
"SAN FRANCISCO DOWNTOWN, CA US",6/4/13,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",6/5/13,0,0,60,52
"SAN FRANCISCO DOWNTOWN, CA US",6/6/13,0,0,62,51
"SAN FRANCISCO DOWNTOWN, CA US",6/7/13,0,0,69,52
"SAN FRANCISCO DOWNTOWN, CA US",6/8/13,0,0,62,52
"SAN FRANCISCO DOWNTOWN, CA US",6/9/13,0,0,62,56
"SAN FRANCISCO DOWNTOWN, CA US",6/10/13,0,0,67,55
"SAN FRANCISCO DOWNTOWN, CA US",6/11/13,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",6/12/13,0,0,66,52
"SAN FRANCISCO DOWNTOWN, CA US",6/13/13,0,0,68,51
"SAN FRANCISCO DOWNTOWN, CA US",6/14/13,0,,74,53
"SAN FRANCISCO DOWNTOWN, CA US",6/15/13,0,,58,51
"SAN FRANCISCO DOWNTOWN, CA US",6/16/13,0,,63,51
"SAN FRANCISCO DOWNTOWN, CA US",6/17/13,0,,65,51
"SAN FRANCISCO DOWNTOWN, CA US",6/18/13,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",6/19/13,0,0,65,52
"SAN FRANCISCO DOWNTOWN, CA US",6/20/13,0,0,66,53
"SAN FRANCISCO DOWNTOWN, CA US",6/21/13,0,0,72,52
"SAN FRANCISCO DOWNTOWN, CA US",6/22/13,0,0,70,53
"SAN FRANCISCO DOWNTOWN, CA US",6/23/13,0,0,64,53
"SAN FRANCISCO DOWNTOWN, CA US",6/24/13,0.03,0,62,54
"SAN FRANCISCO DOWNTOWN, CA US",6/25/13,0.12,0,72,61
"SAN FRANCISCO DOWNTOWN, CA US",6/26/13,0,0,73,59
"SAN FRANCISCO DOWNTOWN, CA US",6/27/13,0,,72,57
"SAN FRANCISCO DOWNTOWN, CA US",6/28/13,0,,74,58
"SAN FRANCISCO DOWNTOWN, CA US",6/29/13,0,,77,59
"SAN FRANCISCO DOWNTOWN, CA US",6/30/13,0,,70,58
"SAN FRANCISCO DOWNTOWN, CA US",7/1/13,0,,79,56
"SAN FRANCISCO DOWNTOWN, CA US",7/2/13,0,,73,57
"SAN FRANCISCO DOWNTOWN, CA US",7/3/13,0,0,74,57
"SAN FRANCISCO DOWNTOWN, CA US",7/4/13,0,0,75,57
"SAN FRANCISCO DOWNTOWN, CA US",7/5/13,0,0,62,54
"SAN FRANCISCO DOWNTOWN, CA US",7/6/13,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",7/7/13,0,0,66,55
"SAN FRANCISCO DOWNTOWN, CA US",7/8/13,0,0,66,55
"SAN FRANCISCO DOWNTOWN, CA US",7/9/13,0,0,66,53
"SAN FRANCISCO DOWNTOWN, CA US",7/10/13,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",7/11/13,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/12/13,0,,63,54
"SAN FRANCISCO DOWNTOWN, CA US",7/13/13,0,,69,54
"SAN FRANCISCO DOWNTOWN, CA US",7/14/13,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/15/13,0,,62,52
"SAN FRANCISCO DOWNTOWN, CA US",7/16/13,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",7/17/13,0,0,63,55
"SAN FRANCISCO DOWNTOWN, CA US",7/18/13,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",7/19/13,0,0,67,54
"SAN FRANCISCO DOWNTOWN, CA US",7/20/13,0,0,66,52
"SAN FRANCISCO DOWNTOWN, CA US",7/21/13,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",7/22/13,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",7/23/13,0,0,65,55
"SAN FRANCISCO DOWNTOWN, CA US",7/24/13,0,0,66,54
"SAN FRANCISCO DOWNTOWN, CA US",7/25/13,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",7/26/13,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",7/27/13,0,0,62,54
"SAN FRANCISCO DOWNTOWN, CA US",7/28/13,0,0,61,54
"SAN FRANCISCO DOWNTOWN, CA US",7/29/13,0,0,64,55
"SAN FRANCISCO DOWNTOWN, CA US",7/30/13,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",7/31/13,0,0,63,53
"SAN FRANCISCO DOWNTOWN, CA US",8/1/13,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",8/2/13,0,0,64,53
"SAN FRANCISCO DOWNTOWN, CA US",8/3/13,0,0,64,52
"SAN FRANCISCO DOWNTOWN, CA US",8/4/13,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/5/13,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/6/13,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",8/7/13,0,0,67,56
